token,transcription,pos,morphology,alt_transcription_1,alt_transcription_2,alt_transcription_3,update_info,freq,lemma,comment,number_of_years
bekjempingsmidler,B AX0 KJ EH1 M P IH0 NG S M IH3 D L AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,1684,bekjempingsmidle,,
bekkeavsetning,B EH2 K AX0 AA0 V S EH3 T N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,799,bekkeavsetning,,
bekkedalen,B EH2 K AX0 D AA3 L NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1010,bekkedale,,
bekkedrag,B EH2 K AX0 D R AA3 G,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1356,bekkedrag,,
bekkeinntak,B EH2 K AX0 IH0 N T AA3 K,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1828,bekkeinntak,,
bekkeinntakene,B EH2 K AX0 IH0 N T AA3 K AX0 N AX0,NN,PLU|DEF|NOM|NEU,,,,Målfrid,1047,bekkeinntake,,
bekkekløft,B EH2 K AX0 K L OEH3 F T,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1389,bekkekløft,,
bekkekløfta,B EH2 K AX0 K L OEH3 F T AH0,NN,SIN|DEF|NOM|FEM,,,,Målfrid,1165,bekkekløfte,,
bekkekløften,B EH2 K AX0 K L OEH3 F T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1203,bekkekløfte,,
bekkekløfter,B EH2 K AX0 K L OEH3 F T AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,2870,bekkekløfte,,
bekkelukking,B EH2 K AX0 L OH3 K IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,912,bekkelukking,,
bekkeløpet,B EH2 K AX0 L OE3 P AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,2328,bekkeløp,,
bekkesedimenter,B EH2 K AX0 S AX0 D IH0 M EH3 N T AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,2847,bekkesedimente,,
bekledningsvarer,B AX0 K L EE1 D N IH0 NG S V AA3 R AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,7659,bekledningsvare,,
belastningsfullmakt,B AX0 L AH1 S T N IH0 NG S F UH0 L M AH3 K T,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1281,belastningsfullmakt,,
belastningsfullmakten,B AX0 L AH1 S T N IH0 NG S F UH0 L M AH3 K T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1077,belastningsfullmakte,,
belastningsfullmakter,B AX0 L AH1 S T N IH0 NG S F UH0 L M AH3 K T AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,2491,belastningsfullmakte,,
belgvekster,B EH2 L G V EH3 K S T AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1184,belgvekste,,
bemanningsforetak,B AX0 M AH1 N IH0 NG S F OA0 R AX0 T AA3 K,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,2083,bemanningsforetak,,
bemanningsplan,B AX0 M AH1 N IH0 NG S P L AA3 N,NN,SIN|IND|NOM|MAS,,,,Målfrid,2422,bemanningsplan,,
bemanningsplanen,B AX0 M AH1 N IH0 NG S P L AA3 N NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1325,bemanningsplan,,
benstøtte,B EE2 N S T OEH3 T AX0,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1208,benstøte,,
benstøtten,B EE2 N S T OEH3 T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1366,benstøtte,,
benstøtter,B EE2 N S T OEH3 T AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,1293,benstøtte,,
beredning,B AX0 R EE3 D N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1141,beredning,,
beredskapsaktører,B AX0 R EE1 D S K AA0 P S AH0 K T OE3 R AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1657,beredskapsaktøre,,
beredskapsanalyse,B AX0 R EE1 D S K AA0 P S AH0 N AH0 L YY3 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1183,beredskapsanalyse,,
beredskapsansvar,B AX0 R EE1 D S K AA0 P S AH0 N S V AA3 R,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,810,beredskapsansvar,,
beredskapsforskriften,B AX0 R EE1 D S K AA0 P S F OAH0 RS K R IH3 F T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1597,beredskapsforskrifte,,
beredskapsledelse,B AX0 R EE1 D S K AA0 P S L EE3 D LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,982,beredskapsledelse,,
beredskapsområdet,B AX0 R EE1 D S K AA0 P S OAH0 M R OA3 D AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,1822,beredskapsområd,,
beredskapsorganisasjonen,B AX0 R EE1 D S K AA0 P S OAH0 R G AH0 N IH0 S AH0 SJ OO3 N NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1164,beredskapsorganisasjone,,
beredskapsplanverk,B AX0 R EE1 D S K AA0 P S P L AA0 N V AEH3 R K,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1112,beredskapsplanverk,,
beredskapsplikt,B AX0 R EE1 D S K AA0 P S P L IH3 K T,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,6183,beredskapsplikt,,
beredskapsressurser,B AX0 R EE1 D S K AA0 P S R AX0 S UH3 RS AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1610,beredskapsressurse,,
beredskapssituasjoner,B AX0 R EE1 D S K AA0 P S S IH0 T UH0 AH0 SJ OO3 N AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1509,beredskapssituasjon,,
beredskapssystem,B AX0 R EE1 D S K AA0 P S S YH0 S T EE3 M,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,899,beredskapssystem,,
beredskapsøvelse,B AX0 R EE1 D S K AA0 P S OE3 V LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1030,beredskapsøvelse,,
beredskapsøvelser,B AX0 R EE1 D S K AA0 P S OE3 V LX0 S AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1977,beredskapsøvelse,,
beregningsmetodene,B AX0 R AEJ1 N IH0 NG S M AX0 T OO3 D NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,Målfrid,960,beregningsmetode,,
beregningsmodell,B AX0 R AEJ1 N IH0 NG S M OH0 D EH3 L,NN,SIN|IND|NOM|MAS,,,,Målfrid,1570,beregningsmodell,,
beregningsmodellen,B AX0 R AEJ1 N IH0 NG S M OH0 D EH3 L NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1731,beregningsmodell,,
beregningsopplegget,B AX0 R AEJ1 N IH0 NG S OAH0 P L EH3 G AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,1644,beregningsopplegg,,
beregningsresultatene,B AX0 R AEJ1 N IH0 NG S R AX0 S UH0 L T AA3 T NX0 AX0,NN,PLU|DEF|NOM|NEU,,,,Målfrid,1212,beregningsresultate,,
beregningsverktøy,B AX0 R AEJ1 N IH0 NG S V AE0 R K T OEJ3,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,908,beregningsverktøy,,
beregningsåret,B AX0 R AEJ1 N IH0 NG S OA3 R AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,1052,beregningsår,,
bergartstyper,B AEH2 R G AH0 RT RS RT YY3 P AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,873,bergartstype,,
bergfaglig,B AEH2 R G F AA3 G L IH0,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,Målfrid,1309,bergfaglig,,
berggrunnsgeologisk,B AEH2 R G G R UH0 N S G AX0 OH0 L OA3 G IH0 S K,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,Målfrid,896,berggrunnsgeologisk,,
berggrunnsgeologiske,B AEH2 R G R UH0 N S G AX0 OH0 L OA3 G IH0 S K AX0,JJ,PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,Målfrid,1167,berggrunnsgeologisk,,
berggrunnskart,B AEH2 R G G R UH0 N S K AH3 RT,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1874,berggrunnskart,,
bergindustrien,B AEH2 R G IH0 N D UH0 S T R II3 AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,914,bergindustrie,,
bergmassen,B AEH2 R G M AH3 S NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1171,bergmasse,,
bergoverdekning,B AEH2 R G OA0 V AX0 RD EH3 K N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1118,bergoverdekning,,
bergoverflaten,B AEH2 R G OA0 V AX0 R F L AA3 T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1129,bergoverflate,,
bergsikring,B AEH2 R G S IH3 K R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,816,bergsikring,,
bergskjæring,B AEH2 R G SJ AE3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1225,bergskjæring,,
bergskjæringer,B AEH2 R G SJ AE3 R IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,842,bergskjæringe,,
bergteknisk,B AEH2 R G T EH3 K N IH0 S K,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,Målfrid,1741,bergteknisk,,
beskatningsområde,B AX0 S K AH1 T N IH0 NG S OAH0 M R OA3 D AX0,NN,SIN|IND|NOM|NEU,,,,Målfrid,4177,beskatningsområde,,
beskatningsretten,B AX0 S K AH1 T N IH0 NG S R EH3 T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1759,beskatningsrett,,
beskrivelsessystemet,B AX0 S K R II1 V LX0 S AX0 S S YH0 S T EE3 M AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,1309,beskrivelsessystem,,
beskyttelsesfaktorer,B AX0 SJ YH1 T LX0 S AX0 S F AH0 K T OO3 R AX0 R,NN,PLU|IND|NOM|MAS,B AX0 SJ YH1 T LX0 S AX0 S F AH3 K T OH0 R AX0 R,,,Målfrid,984,beskyttelsesfaktore,,
beskyttelsessertifikater,B AX0 SJ YH1 T LX0 S AX0 S S AX0 RT IH0 F IH0 K AA3 T AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,1451,beskyttelsessertifikate,,
beskyttelsessystemer,B AX0 SJ YH1 T LX0 S AX0 S S YH0 S T EE3 M AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,854,beskyttelsessysteme,,
beskyttelsestid,B AX0 SJ YH1 T LX0 S AX0 S T II3 D,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,819,beskyttelsestid,,
beskyttelsesverdig,B AX0 SJ YH1 T LX0 S AX0 S V AEH3 RD IH0,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,Målfrid,6004,beskyttelsesverdig,,
beskyttelsesverdige,B AX0 SJ YH1 T LX0 S AX0 S V AEH3 RD IH0 AX0,JJ,PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,Målfrid,954,beskyttelsesverdig,,
beslutningssystemer,B AX0 SJ L UH1 T N IH0 NG S S YH0 S T EE3 M AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,833,beslutningssysteme,,
beslutningstaker,B AX0 SJ L UH1 T N IH0 NG S T AA3 K AX0 R,NN,SIN|IND|NOM|MAS,,,,Målfrid,1383,beslutningstaker,,
beslutningstaking,B AX0 SJ L UH1 T N IH0 NG S T AA3 K IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,3482,beslutningstaking,,
beslutningsunderlag,B AX0 SJ L UH1 T N IH0 NG S UH0 N AX0 RL AA3 G,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1505,beslutningsunderlag,,
beslutningsunderlaget,B AX0 SJ L UH1 T N IH0 NG S UH0 N AX0 RL AA3 G AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,857,beslutningsunderlag,,
bestandsestimat,B AX0 S T AH1 N S AX0 S T IH0 M AA3 T,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,919,bestandsestimat,,
bestandsnedgang,B AX0 S T AH1 N S N EE0 D G AH3 NG,NN,SIN|IND|NOM|MAS,,,,Målfrid,1270,bestandsnedgang,,
bestandsnivå,B AX0 S T AH1 N S N IH0 V OA3,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1098,bestandsnivå,,
bestandssituasjon,B AX0 S T AH1 N S S IH0 T UH0 AH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,Målfrid,3131,bestandssituasjon,,
bestandssituasjonen,B AX0 S T AH1 N S S IH0 T UH0 AH0 SJ OO3 N NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,3447,bestandssituasjone,,
bestandsstatus,B AX0 S T AH1 N S S T AA3 T UH0 S,NN,SIN|IND|NOM|MAS,,,,Målfrid,879,bestandsstatus,,
bestandsstørrelse,B AX0 S T AH1 N S S T OE3 RLX0 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,2462,bestandsstørrelse,,
bestandsstørrelsen,B AX0 S T AH1 N S S T OE3 RLX0 S NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1580,bestandsstørrelse,,
bestandsutvikling,B AX0 S T AH1 N S UU0 T V IH3 K L IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,2851,bestandsutvikling,,
bestandsutviklingen,B AX0 S T AH1 N S UU0 T V IH3 K L IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,2195,bestandsutviklinge,,
bestemmelsesland,B AX0 S T EH1 M LX0 S AX0 S L AH3 N,NN,SIN|IND|NOM|NEU,,,,Målfrid,1189,bestemmelsesland,,
bestillerkompetanse,B AX0 S T IH1 L AX0 R K OH0 M P AX0 T AH3 N S AX0,NN,SIN|IND|NOM|MAS,B AX0 S T IH1 L AX0 R K OH0 M P AX0 T AH3 NG S AX0,,,Målfrid,1167,bestillerkompetanse,,
bestillingsdialogen,B AX0 S T IH1 L IH0 NG S D IH0 AH0 L OA3 G AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,2592,bestillingsdialoge,,
bestillingstjenester,B AX0 S T IH1 L IH0 NG S T J EE3 N AX0 S T AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1460,bestillingstjeneste,,
besøksforvaltning,B AX0 S OE1 K S F OAH0 R V AH3 L T N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,3534,besøksforvaltning,,
besøksforvaltningen,B AX0 S OE1 K S F OAH0 R V AH3 L T N IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,846,besøksforvaltninge,,
besøkshjem,B AX0 S OE1 K S J EH3 M,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,993,besøkshjem,,
besøksreise,B AX0 S OE1 K S R AEJ3 S AX0,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1633,besøksreise,,
besøkssenter,B AX0 S OE1 K S S EH3 N T AX0 R,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,841,besøkssente,,
besøksstrategi,B AX0 S OE1 K S S T R AH0 T AX0 G II3,NN,SIN|IND|NOM|MAS,B AX0 S OE1 K S S T R AH0 T AX0 SJ II3,,,Målfrid,3578,besøksstrategi,,
besøksstrategien,B AX0 S OE1 K S S T R AH0 T AX0 G II3 AX0 N,NN,SIN|DEF|NOM|MAS,B AX0 S OE1 K S S T R AH0 T AX0 SJ II3 AX0 N,,,Målfrid,4080,besøksstrategie,,
betalbar,B AX0 T AA1 L B AA3 R,JJ,SIN|IND|NOM|MAS-FEM|POS,,,,Målfrid,1092,betalbar,,
betalingsforetak,B AX0 T AA1 L IH0 NG S F OA0 R AX0 T AA3 K,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1401,betalingsforetak,,
betalingsinformasjon,B AX0 T AA1 L IH0 NG S IH0 N F OAH0 R M AH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,Målfrid,838,betalingsinformasjon,,
betalingsinstrument,B AX0 T AA1 L IH0 NG S IH0 N S T R UH0 M EH3 N T,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1025,betalingsinstrument,,
betalingsinstrumenter,B AX0 T AA1 L IH0 NG S IH0 N S T R UH0 M EH3 N T AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,933,betalingsinstrumente,,
betalingskonto,B AX0 T AA1 L IH0 NG S K OAH3 N T OH0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1575,betalingskonto,,
betalingsmislighold,B AX0 T AA1 L IH0 NG S M IH0 S L IH0 H OAH3 L,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,922,betalingsmislighold,,
betalingsmottakeren,B AX0 T AA1 L IH0 NG S M OO0 T AA3 K AX0 RNX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1943,betalingsmottakere,,
betalingsmottakerens,B AX0 T AA1 L IH0 NG S M OO0 T AA3 K AX0 R RN RS,NN,SIN|DEF|GEN|MAS,,,,Målfrid,813,betalingsmottakerens,,
betalingsmurer,B AX0 T AA1 L IH0 NG S M UU3 R AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,7779,betalingsmure,,
betalingsoppdraget,B AX0 T AA1 L IH0 NG S OAH0 P D R AA3 G AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,939,betalingsoppdrag,,
betalingsplikten,B AX0 T AA1 L IH0 NG S P L IH3 K T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1020,betalingsplikt,,
betalingssystemloven,B AX0 T AA1 L IH0 NG S S YH0 S T EE0 M L OA3 V AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1016,betalingssystemlove,,
betalingstidspunktet,B AX0 T AA1 L IH0 NG S T IH0 D S P OH3 NG K T AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,978,betalingstidspunkt,,
betalingstjenestedirektivet,B AX0 T AA1 L IH0 NG S T J EE0 N AX0 S T AX0 D IH0 R AX0 K T II3 V AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,1090,betalingstjenestedirektiv,,
betalingstjenesteyter,B AX0 T AA1 L IH0 NG S T J EE0 N AX0 S T AX0 YY3 T AX0 R,NN,SIN|IND|NOM|MAS,,,,Målfrid,994,betalingstjenesteyte,,
betalingstjenesteyteren,B AX0 T AA1 L IH0 NG S T J EE0 N AX0 S T AX0 YY3 T AX0 RNX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1671,betalingstjenesteytere,,
betalingstransaksjon,B AX0 T AA1 L IH0 NG S T R AH0 N S AH0 K SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,Målfrid,1366,betalingstransaksjon,,
betalingstransaksjonen,B AX0 T AA1 L IH0 NG S T R AH0 N S AH0 K SJ OO3 N NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1481,betalingstransaksjon,,
betjeningspanel,B AX0 T J EE1 N IH0 NG S P AH0 N EE3 L,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1007,betjeningspanel,,
betjeningspanelet,B AX0 T J EE1 N IH0 NG S P AH0 N EE3 L AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,881,betjeningspanel,,
betongformål,B AX0 T OAH1 NG F OAH0 R M OA3 L,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,3586,betongformål,,
betongkai,B AX0 T OAH1 NG K AJ3,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,3053,betongkai,,
betongtilslag,B AX0 T OAH1 NG T IH0 L SJ L AA3 G,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,857,betongtilslag,,
betongtunnel,B AX0 T OAH1 NG T UH0 N EH3 L,NN,SIN|IND|NOM|MAS,,,,Målfrid,2025,betongtunnel,,
betydelse,B AX0 T YY1 D LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1482,betydelse,,
bevaringsmål,B AX0 V AA1 R IH0 NG S M OA3 L,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,3608,bevaringsmål,,
bevaringsmålene,B AX0 V AA1 R IH0 NG S M OA3 L NX0 AX0,NN,PLU|DEF|NOM|NEU,,,,Målfrid,1064,bevaringsmåle,,
bevaringsområder,B AX0 V AA1 R IH0 NG S OAH0 M R OA3 D AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,1034,bevaringsområde,,
bevegelsesapparatet,B AX0 V EE1 G LX0 S AX0 S AH0 P AH0 R AA3 T AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,872,bevegelsesapparat,,
bevegelsesevne,B AX0 V EE1 G LX0 S AX0 S EH3 V N AX0,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,1712,bevegelsesevne,,
bevilgningsbehov,B AX0 V IH1 L G N IH0 NG S B AX0 H OO3 V,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1536,bevilgningsbehov,,
bevilgningsbehovet,B AX0 V IH1 L G N IH0 NG S B AX0 H OO3 V AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,1399,bevilgningsbehov,,
bevilgningsendringer,B AX0 V IH1 L G N IH0 NG S EH3 N D R IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,1492,bevilgningsendringe,,
bevilgningsfinansiert,B AX0 V IH1 L G N IH0 NG S F IH0 N AH0 N S IH0 EE3 RT,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,B AX0 V IH1 L G N IH0 NG S F IH0 N AH0 NG S IH0 EE3 RT,,,Målfrid,1855,bevilgningsfinansiert,,
bevilgningsnivå,B AX0 V IH1 L G N IH0 NG S N IH0 V OA3,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1303,bevilgningsnivå,,
bevilgningsoppstillingen,B AX0 V IH1 L G N IH0 NG S OAH0 P S T IH3 L IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1035,bevilgningsoppstillinge,,
bevilgningsrapportering,B AX0 V IH1 L G N IH0 NG S R AH0 P OAH0 RT EE3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,2303,bevilgningsrapportering,,
bevilgningsrapporteringen,B AX0 V IH1 L G N IH0 NG S R AH0 P OAH0 RT EE3 R IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,3156,bevilgningsrapporteringe,,
bevilgningsregnskap,B AX0 V IH1 L G N IH0 NG S R AEJ0 N S K AA3 P,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1900,bevilgningsregnskap,,
bevilgningsregnskapet,B AX0 V IH1 L G N IH0 NG S R AEJ0 N S K AA3 P AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,9017,bevilgningsregnskap,,
bevilgningsvedtak,B AX0 V IH1 L G N IH0 NG S V EE0 T AA3 K,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,852,bevilgningsvedtak,,
bevilgningsøkning,B AX0 V IH1 L G N IH0 NG S OE3 K N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,Målfrid,813,bevilgningsøkning,,
bevillingsmyndigheten,B AX0 V IH1 L IH0 NG S M YH0 N D IH0 H EE3 T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,953,bevillingsmyndighet,,
bevisforbud,B AX0 V II1 S F OAH0 R B UU3 D,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,810,bevisforbud,,
bevisforbudet,B AX0 V II1 S F OAH0 R B UU3 D AX0,NN,SIN|DEF|NOM|NEU,,,,Målfrid,821,bevisforbud,,
bevismessige,B AX0 V II1 S M EH3 S IH0 AX0,JJ,PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,Målfrid,1016,bevismessig,,
bidiagnose,B II1 D IH0 AH0 G N OO3 S AX0,NN,SIN|IND|NOM|MAS,,,,Målfrid,1045,bidiagnose,,
bidiagnoser,B II1 D IH0 AH0 G N OO3 S AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,1105,bidiagnose,,
bidragsaktivitet,B II2 D R AA0 G S AH0 K T IH0 V IH0 T EE3 T,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1327,bidragsaktivit,,
bidragsfinansiert,B II2 D R AA0 G S F IH0 N AH0 N S IH0 EE3 RT,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,B II2 D R AA0 G S F IH0 N AH0 NG S IH0 EE3 RT,,,Målfrid,2284,bidragsfinansiert,,
bidragsforskott,B II2 D R AA0 G S F OAH3 RS K OAH0 T,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,928,bidragsforskott,,
bidragsinntekter,B II2 D R AA0 G S IH0 N T EH3 K T AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,1431,bidragsinntekte,,
bifangsten,B II1 F AH3 NG S T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1499,bifangst,,
bifenyler,B IH0 F AX0 N YY1 L AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,2518,bifenyle,,
bilandene,B II1 L AH3 N NX0 AX0,NN,PLU|DEF|NOM|NEU,,,,Målfrid,1211,biland,,
bildediagnostikk,B IH2 L D AX0 D IH0 AH0 G N OAH0 S T IH3 K,NN,SIN|IND|NOM|MAS,,,,Målfrid,2135,bildediagnostikk,,
bildeopptak,B IH2 L D AX0 OAH0 P T AA3 K,NN,SIN-PLU|IND|NOM|NEU,,,,Målfrid,1905,bildeopptak,,
billedrammer,B IH2 L AX0 D R AH3 M AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,Målfrid,1152,billedramme,,
bilveg,B II2 L V AEJ3,NN,SIN|IND|NOM|MAS,,,,Målfrid,1263,bilveg,,
bindelser,B IH2 N LX0 S AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,857,bindelse,,
biobank,B II1 OH0 B AH3 NG K,NN,SIN|IND|NOM|MAS,,,,Målfrid,2358,biobank,,
biobanken,B II1 OH0 B AH3 NG K AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,1429,biobanke,,
biobanker,B II1 OH0 B AH3 NG K AX0 R,NN,PLU|IND|NOM|MAS,,,,Målfrid,2819,biobanke,,
biobankloven,B II1 OH0 B AH0 NG K L OA3 V AX0 N,NN,SIN|DEF|NOM|MAS,,,,Målfrid,915,biobanklove,,
biobaserte,B II1 OH0 B AH0 S EE3 RT AX0,JJ,PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,Målfrid,912,biobasert,,
biobrensler,B II1 OH0 B R EH3 N S L AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,1062,biobrensel,,
biocidforskriften,B IH0 OH0 S II1 D F OAH0 RS K R IH3 F T NX0,NN,SIN|DEF|NOM|MAS,,,,Målfrid,891,biocidforskrifte,,
biocidprodukter,B IH0 OH0 S II1 D P R OH0 D UH3 K T AX0 R,NN,PLU|IND|NOM|NEU,,,,Målfrid,1149,biocidprodukte,,
biofilm,B II1 OH0 F IH3 L M,NN,SIN|IND|NOM|MAS,,,,Målfrid,1492,biofilm,,
biogassproduksjon,B II1 OH0 G AH0 S P R OH0 D UH0 K SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,Målfrid,2185,biogassproduksjon,,
